ID_Activo,Fecha,Clase,Categoría,Subcategoría,Institución,Nombre_Producto,Moneda,Valor_Original,Tipo_Cambio_a_CLP,Valor_CLP,Ticker,Identificador_Cuenta,Detalle_Adicional
inv_coopeuch_cuotas,15/8/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,Cuotas de Participación,CLP,514080,1,514080,,,
ffm_betterplan_rentaclp,15/8/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,22869211,1,22869211,,,
ffm_betterplan_toesca,15/8/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,toesca deuda privada,CLP,6139848,1,6139848,,,
pas_cheque_pie_huanuco,15/8/2025,Pasivo,Pasivo a Largo Plazo,Cheques,inmobiliaria activa,pie huanuco,CLP,21730000,1,21730000,,,
pas_bci_hipotecario,15/8/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,banco bci,hipotecario,CLP,68063912,1,68063912,,,
pas_coopeuch_hipotecario,15/8/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,coopeuch,hipotecario,CLP,65197591,1,65197591,,,
pas_sii_impuestos,15/8/2025,Pasivo,Pasivo a Largo Plazo,Impuestos,sii,27 bis 177 utm,CLP,12199371,1,12199371,,,
afp_habitat_obligatorio,5/9/2025,Activo,Activo Fijo,Afp,habitat,,CLP,47330930,1,47330930,,,
apv_soyfocus_b,5/9/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2580552,1,2580552,,,
apv_soyfocus_a,5/9/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,16176963,1,16176963,,,
prop_carmen_590,5/9/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39440,82824063,,,
prop_huanuco_2290,5/9/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,CLP,99428315,1,99428315,,,
cta_bice_vista,5/9/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,44983,1,44983,,,
cta_chile_vista,5/9/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,2076,1,2076,,,
cta_estado_vista,5/9/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,17795,1,17795,,,
cta_scotia_cte,5/9/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,2200009,1,2200009,,,
efectivo_cash,5/9/2025,Activo,Circulante,Efectivo,cash,,CLP,200000,1,200000,,,
div_global66_prepago,5/9/2025,Activo,Circulante,Dolar,global66,tarjeta prepago,CLP,382326,1,382326,,,
cta_bci_cte,5/9/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,17078666,1,17078666,,,
etf_itau_cfmdivo,5/9/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,15929841,1,15929841,cfmdivo,,
acc_itau_enelchile,5/9/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,981291,1,981291,enelchile,,
inv_betterplan_ahorro,5/9/2025,Activo,Inversión Líquida,Cuenta ahorro,betterplan,,CLP,102276,1,102276,,,
ffm_betterplan_conservador,5/9/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,17674023,1,17674023,,,
cta_consorcio_vista,5/9/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,50000000,1,50000000,,,
prestamo_s_castro,5/9/2025,Activo,Inversión Poco Líquida,Credito personal,sandor castro,transferencia 21 de julio 2025,CLP,4000000,1,4000000,,,
ffm_soyfocus_conservador,5/9/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,21483993,1,21483993,,,
ffm_soyfocus_riesgo_oct24,5/9/2025,Activo,Inversión Líquida,Fondo,soyfocus,oct 2024 alto riesgo,CLP,5057214,1,5057214,,,
inv_estado_ahorro,5/9/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,plazo giro diferido,CLP,205176,1,205176,,,
ffm_betterplan_rentaclp,5/9/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,23976571,1,23976571,,,
ffm_betterplan_toesca,5/9/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,toesca deuda privada,CLP,6171024,1,6171024,,,
inv_coopeuch_cuotas,5/9/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,Cuotas de Participación,CLP,514080,1,514080,,,
pas_bci_hipotecario,5/9/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,banco bci,hipotecario,CLP,68692029,1,68692029,,,
pas_bci_tdc_black,5/9/2025,Pasivo,Pasivo Circulante,Tarjeta credito,banco bci,mastercard black,CLP,1634685,1,1634685,,,
pas_coopeuch_hipotecario,5/9/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,coopeuch,hipotecario,CLP,65744494,1,65744494,,,
pas_cheque_pie_huanuco,5/9/2025,Pasivo,Pasivo a Largo Plazo,Cheques,inmobiliaria activa,pie huanuco,CLP,21200000,1,21200000,,,
pas_sii_impuestos,5/9/2025,Pasivo,Pasivo a Largo Plazo,Impuestos,sii,27 bis 177 utm,CLP,12259905,1,12259905,,,
afp_habitat_obligatorio,18/9/2025,Activo,Activo Fijo,Afp,habitat,,CLP,47330930,,,,,
apv_soyfocus_b,18/9/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2581197,1,2581197,,,
apv_soyfocus_a,18/9/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,16380292,1,16380292,,,
prop_carmen_590,18/9/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39485,82918500,,,
prop_huanuco_2290,18/9/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2500,39485,98712500,,,
cta_bice_vista,18/9/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,51863,1,51863,,,
cta_chile_vista,18/9/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,3053,1,3053,,,
cta_estado_vista,18/9/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,6895,1,6895,,,
cta_scotia_cte,18/9/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,2450000,1,2450000,,,
efectivo_cash,18/9/2025,Activo,Circulante,Efectivo,cash,cash,CLP,180000,1,180000,,,
div_global66_prepago,18/9/2025,Activo,Circulante,Dolar,global66,tarjeta prepago,USD,400,955,382000,,,
cta_bci_cte,18/9/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,7963050,1,7963050,,,
etf_itau_cfmdivo,18/9/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,17836430,1,17836430,cfmdivo,,
acc_itau_enelchile,18/9/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,971724,1,971724,enelchile,,
inv_betterplan_ahorro,18/9/2025,Activo,Inversión Líquida,Cuenta ahorro,betterplan,,CLP,102284,1,102284,,,
ffm_betterplan_conservador,18/9/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,18730963,1,18730963,,,
cta_consorcio_vista,18/9/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,49996485,1,49996485,,,
ffm_soyfocus_conservador,18/9/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,23514292,1,23514292,,,
ffm_soyfocus_riesgo_oct24,18/9/2025,Activo,Inversión Líquida,Fondo,soyfocus,oct 2024 alto riesgo,CLP,8054782,1,8054782,,,
inv_estado_ahorro,18/9/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,206827,1,206827,,,
ffm_betterplan_rentaclp,18/9/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,24996903,1,24996903,,,
ffm_betterplan_toesca,18/9/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,toesca deuda privada,CLP,6176743,1,6176743,,,
inv_coopeuch_cuotas,18/9/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,coopeuch,CLP,514080,1,514080,,,
pas_bci_hipotecario,18/9/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,banco bci,hipotecario,CLP,68468922,1,68468922,,,
pas_bci_tdc_black,18/9/2025,Pasivo,Pasivo Circulante,Tarjeta credito,banco bci,mastercard black,CLP,1708156,1,1708156,,,
pas_coopeuch_hipotecario,18/9/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,coopeuch,hipotecario,CLP,65569066,1,65569066,,,
pas_cheque_pie_huanuco,18/9/2025,Pasivo,Pasivo a Largo Plazo,Cheques,inmobiliaria activa,pie huanuco,CLP,21200000,1,21200000,,,
pas_sii_impuestos,18/9/2025,Pasivo,Pasivo a Largo Plazo,Impuestos,sii,27 bis 177 utm,UTM,177,69265,12259905,,,
prestamo_n_badilla,18/9/2025,Activo,Inversión Poco Líquida,Credito personal,nelson badilla,,CLP,5500000,1,5500000,,,
afp_habitat_obligatorio,23/9/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,47330930,1,47330930,,,
apv_soyfocus_b,23/9/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2609494,1,2609494,,,
apv_soyfocus_a,23/9/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,16560027,1,16560027,,,
prop_carmen_590,23/9/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39485,82918500,,,
prop_huanuco_2290,23/9/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2500,39485,98712500,,,
cta_bice_vista,23/9/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,76202,1,76202,,,
cta_chile_vista,23/9/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,3053,1,3053,,,
cta_estado_vista,23/9/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,12155,1,12155,,,
cta_scotia_cte,23/9/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,2350000,1,2350000,,,
efectivo_cash,23/9/2025,Activo,Circulante,Efectivo,cash,cash,CLP,180000,1,180000,,,
div_global66_prepago,23/9/2025,Activo,Circulante,Dolar,global66,tarjeta prepago,USD,500,948,474000,,,
cta_bci_cte,23/9/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,5963050,1,5963050,,,
etf_itau_cfmdivo,23/9/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,16976881,1,16976881,cfmdivo,,
acc_itau_enelchile,23/9/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,1008625,1,1008625,enelchile,,
inv_betterplan_ahorro,23/9/2025,Activo,Inversión Líquida,Cuenta ahorro,betterplan,,CLP,102446,1,102446,,,
ffm_betterplan_conservador,23/9/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,18764117,1,18764117,,,
cta_consorcio_vista,23/9/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,49996485,1,49996485,,,
ffm_soyfocus_conservador,23/9/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,23569104,1,23569104,,,
ffm_soyfocus_riesgo_oct24,23/9/2025,Activo,Inversión Líquida,Fondo,soyfocus,oct 2024 alto riesgo,CLP,8142488,1,8142488,,,
inv_estado_ahorro,23/9/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,206827,1,206827,,,
ffm_betterplan_rentaclp,23/9/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,25044843,1,25044843,,,
ffm_betterplan_toesca,23/9/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,toesca deuda privada,CLP,6192331,1,6192331,,,
inv_coopeuch_cuotas,23/9/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,coopeuch,CLP,514080,1,514080,,,
ffm_betterplan_largo_plazo,23/9/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,Portafolio moderado largo plazo,CLP,2000000,1,2000000,,,
pas_bci_hipotecario,23/9/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,banco bci,hipotecario,CLP,68611979,1,68611979,,,
pas_bci_tdc_black,23/9/2025,Pasivo,Pasivo Circulante,Tarjeta credito,banco bci,mastercard black,CLP,1724887,1,1724887,,,
pas_coopeuch_hipotecario,23/9/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,coopeuch,hipotecario,CLP,65700770,1,65700770,,,
pas_cheque_pie_huanuco,23/9/2025,Pasivo,Pasivo a Largo Plazo,Cheques,inmobiliaria activa,pie huanuco,CLP,21200000,1,21200000,,,
pas_sii_impuestos,23/9/2025,Pasivo,Pasivo a Largo Plazo,Impuestos,sii,27 bis 177 utm,UTM,177,69265,12259905,,,
prestamo_n_badilla,23/9/2025,Activo,Inversión Poco Líquida,Credito personal,nelson badilla,,CLP,5500000,1,5500000,,,
apv_soyfocus_b,2/10/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2641881,1,2641881,,,
apv_soyfocus_a,2/10/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,16965778,1,16965778,,,
prop_carmen_590,2/10/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39485,82918500,,,
prop_huanuco_2290,2/10/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2500,39485,98712500,,,
cta_bice_vista,2/10/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,38847,1,38847,,,
cta_chile_vista,2/10/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,3053,1,3053,,,
cta_estado_vista,2/10/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,10248,1,10248,,,
cta_scotia_cte,2/10/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,2350000,1,2350000,,,
efectivo_cash,2/10/2025,Activo,Circulante,Efectivo,cash,cash,CLP,180000,1,180000,,,
div_global66_prepago,2/10/2025,Activo,Circulante,Dolar,global66,tarjeta prepago,USD,500,948,474000,,,
cta_bci_cte,2/10/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,1941510,1,1941510,,,
etf_itau_cfmdivo,2/10/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,16767953,1,16767953,cfmdivo,,
acc_itau_enelchile,2/10/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,1011358,1,1011358,enelchile,,
inv_betterplan_ahorro,2/10/2025,Activo,Inversión Líquida,Cuenta ahorro,betterplan,,CLP,102551,1,102551,,,
ffm_betterplan_conservador,2/10/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,18820919,1,18820919,,,
cta_consorcio_vista,2/10/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,50000000,1,50000000,,,
ffm_soyfocus_conservador,2/10/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,24639582,1,24639582,,,
ffm_soyfocus_riesgo_oct24,2/10/2025,Activo,Inversión Líquida,Fondo,soyfocus,oct 2024 alto riesgo,CLP,9252349,1,9252349,,,
inv_estado_ahorro,2/10/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,206827,1,206827,,,
ffm_betterplan_rentaclp,2/10/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,25119048,1,25119048,,,
ffm_betterplan_toesca,2/10/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,toesca deuda privada,CLP,6194863,1,6194863,,,
inv_coopeuch_cuotas,2/10/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,coopeuch,CLP,514080,1,514080,,,
ffm_betterplan_largo_plazo,2/10/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,Portafolio moderado largo plazo,CLP,2004112,1,2004112,,,
pas_bci_hipotecario,2/10/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,banco bci,hipotecario,CLP,68657597,1,68657597,,,
pas_bci_tdc_black,2/10/2025,Pasivo,Pasivo Circulante,Tarjeta credito,banco bci,mastercard black,CLP,1341649,1,1341649,,,
pas_coopeuch_hipotecario,2/10/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,coopeuch,hipotecario,CLP,65742660,1,65742660,,,
pas_cheque_pie_huanuco,2/10/2025,Pasivo,Pasivo a Largo Plazo,Cheques,inmobiliaria activa,pie huanuco,CLP,20670000,1,20670000,,,
pas_sii_impuestos,2/10/2025,Pasivo,Pasivo a Largo Plazo,Impuestos,sii,27 bis 177 utm,UTM,177,69265,12259905,,,
prestamo_n_badilla,2/10/2025,Activo,Inversión Poco Líquida,Credito personal,nelson badilla,,CLP,5500000,1,5500000,,,
afp_habitat_obligatorio,2/10/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,47455299,1,47455299,,,
apv_soyfocus_b,12/10/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - b,CLP,2585047,1,2585047,,,
apv_soyfocus_a,12/10/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,16600207,1,16600207,,,
prop_carmen_590,12/10/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39496,82941600,,,
prop_huanuco_2290,12/10/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2500,39496,98740000,,,
cta_bice_vista,12/10/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,118614,1,118614,,,
cta_chile_vista,12/10/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,8053,1,8053,,,
cta_estado_vista,12/10/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,56789,1,56789,,,
cta_scotia_cte,12/10/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,3000000,1,3000000,,,
efectivo_cash,12/10/2025,Activo,Circulante,Efectivo,cash,cash,CLP,70000,1,70000,,,
cta_bci_cte,12/10/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,4807659,1,4807659,,,
etf_itau_cfmdivo,12/10/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,16414532,1,16414532,cfmdivo,,
acc_itau_enelchile,12/10/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,970494,1,970494,enelchile,,
ffm_betterplan_conservador,12/10/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,18869163,1,18869163,,,
cta_consorcio_vista,12/10/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,50000000,1,50000000,,,
ffm_soyfocus_conservador,12/10/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,24592938,1,24592938,,,
ffm_soyfocus_riesgo_oct24,12/10/2025,Activo,Inversión Líquida,Fondo,soyfocus,oct 2024 alto riesgo,CLP,9051901,1,9051901,,,
inv_estado_ahorro,12/10/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,206827,1,206827,,,
ffm_betterplan_rentaclp,12/10/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,25172200,1,25172200,,,
ffm_betterplan_toesca,12/10/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,toesca deuda privada,CLP,6197861,1,6197861,,,
inv_coopeuch_cuotas,12/10/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,coopeuch,CLP,514080,1,514080,,,
ffm_betterplan_largo_plazo,12/10/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,Portafolio moderado largo plazo,CLP,2992490,1,2992490,,,
pas_bci_hipotecario,12/10/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,banco bci,hipotecario,CLP,68445373,1,68445373,,,
pas_bci_tdc_black,12/10/2025,Pasivo,Pasivo Circulante,Tarjeta credito,banco bci,mastercard black,CLP,1728723,1,1728723,,,
pas_coopeuch_hipotecario,12/10/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,coopeuch,hipotecario,CLP,65527625,1,65527625,,,
pas_cheque_pie_huanuco,12/10/2025,Pasivo,Pasivo a Largo Plazo,Cheques,inmobiliaria activa,pie huanuco,CLP,20670000,1,20670000,,,
pas_sii_impuestos,12/10/2025,Pasivo,Pasivo a Largo Plazo,Impuestos,sii,27 bis 177 utm,UTM,177,69265,12259905,,,
prestamo_n_badilla,12/10/2025,Activo,Inversión Poco Líquida,Credito personal,nelson badilla,,CLP,2500000,1,2500000,,,
afp_habitat_obligatorio,12/10/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,47314440,1,47314440,,,
apv_soyfocus_a,1/11/2025,Activo,Activo Fijo,Apv,soyfocus,jubilacion con apv - a,CLP,16976543,1,16976543,,,
apv_soyfocus_arriesgado_a_25,1/11/2025,Activo,Activo Fijo,Apv,soyfocus,2025 octubre apv-a arriesgado - reg a,CLP,497211,1,497211,,,
prop_carmen_590,1/11/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39597,83153700,,,
prop_huanuco_2290,1/11/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2500,39597,98992500,,,
cta_bice_vista,1/11/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,116024,1,116024,,,
cta_chile_vista,1/11/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,6063,1,6063,,,
cta_estado_vista,1/11/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,28179,1,28179,,,
cta_scotia_cte,1/11/2025,Activo,Circulante,Cuenta corriente,banco scotiabank,,CLP,1890798,1,1890798,,,
efectivo_cash,1/11/2025,Activo,Circulante,Efectivo,cash,cash,CLP,70000,1,70000,,,
cta_bci_cte,1/11/2025,Activo,Circulante,Cuenta corriente,banco bci,,CLP,936078,1,936078,,,
etf_itau_cfmdivo,1/11/2025,Activo,Inversión Líquida,Etf,banco itau,cfmdivo,CLP,18690845,1,18690845,cfmdivo,,
acc_itau_enelchile,1/11/2025,Activo,Inversión Líquida,Acción,banco itau,enelchile,CLP,1233072,1,1233072,enelchile,,
acc_itau_cencosud,1/11/2025,Activo,Inversión Líquida,Acción,banco itau,cencosud,CLP,973359,1,973359,CENCOSUD,,
acc_itau_habitat,1/11/2025,Activo,Inversión Líquida,Acción,banco itau,habitat,CLP,1022969,1,1022969,HABITAT,,
ffm_betterplan_conservador,1/11/2025,Activo,Inversión Líquida,Fondo,betterplan,portafolio conservador,CLP,16213708,1,16213708,,,
cta_consorcio_vista,1/11/2025,Activo,Inversión Líquida,Cuenta vista,consorcio,cuenta mas,CLP,54233036,1,54233036,,,
ffm_soyfocus_conservador,1/11/2025,Activo,Inversión Líquida,Fondo,soyfocus,portafolio conservador,CLP,16717632,1,16717632,,,
ffm_soyfocus_riesgo_oct24,1/11/2025,Activo,Inversión Líquida,Fondo,soyfocus,oct 2024 alto riesgo,CLP,8260755,1,8260755,,,
inv_estado_ahorro,1/11/2025,Activo,Inversión Poco Líquida,Cuenta ahorro,banco estado,,CLP,206827,1,206827,,,
ffm_betterplan_rentaclp,1/11/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,moneda renta clp,CLP,25358037,1,25358037,,,
ffm_betterplan_toesca,1/11/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,toesca deuda privada,CLP,6212633,1,6212633,,,
inv_coopeuch_cuotas,1/11/2025,Activo,Inversión Poco Líquida,Cuotas de Participación,coopeuch,coopeuch,CLP,692580,1,692580,,,
ffm_betterplan_largo_plazo,1/11/2025,Activo,Inversión Poco Líquida,Fondo,betterplan,Portafolio moderado largo plazo,CLP,2992490,1,2992490,,,
pas_bci_hipotecario,1/11/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,banco bci,hipotecario,CLP,68754400,1,68754400,,,
pas_bci_tdc_black,1/11/2025,Pasivo,Pasivo Circulante,Tarjeta credito,banco bci,mastercard black,CLP,1364911,1,1364911,,,
pas_coopeuch_hipotecario,1/11/2025,Pasivo,Pasivo a Largo Plazo,Credito hipotecario,coopeuch,hipotecario,CLP,65794016,1,65794016,,,
pas_cheque_pie_huanuco,1/11/2025,Pasivo,Pasivo a Largo Plazo,Cheques,inmobiliaria activa,pie huanuco,CLP,20670000,1,20670000,,,
pas_sii_impuestos,1/11/2025,Pasivo,Pasivo a Largo Plazo,Impuestos,sii,27 bis 177 utm,UTM,177,69542,12308934,,,
afp_habitat_obligatorio,1/11/2025,Activo,Activo Fijo,Afp,habitat,ahorro obligatorio,CLP,47898889,1,47898889,,,
ffm_soyfocus_arriesgado_2025,1/11/2025,Activo,Inversión Líquida,Fondo,soyfocus,2025 octubre arriesgado,CLP,6984951,1,6984951,,,
ffm_soyfocus_moderado_2025,1/11/2025,Activo,Inversión Líquida,Fondo,soyfocus,2025 octubre moderado,CLP,1998494,1,1998494,,,
apv_soyfocus_arriesgado_a_25,2/12/2025,Activo,Activo Fijo,Apv,soyfocus,2025 octubre apv-a arriesgado - reg a,CLP,17836558,1,17836558,,,
prop_carmen_590,2/12/2025,Activo,Activo Fijo,Propiedades,(N/A),carmen 590,UF,2100,39643,83250300,,,
prop_huanuco_2290,2/12/2025,Activo,Activo Fijo,Propiedades,(N/A),huanuco 2290,UF,2500,39643,99107500,,,
cta_bice_vista,2/12/2025,Activo,Circulante,Cuenta vista,banco bice,,CLP,28191,1,28191,,,
cta_chile_vista,2/12/2025,Activo,Circulante,Cuenta vista,banco chile,,CLP,4073,1,4073,,,
cta_estado_vista,2/12/2025,Activo,Circulante,Cuenta vista,banco estado,,CLP,356549,1,356549,,,
